Id,Name,Surname,City,OfficialEmail,Birthday,SSN
900307,Daphne,Pisano,Borghetto Di Vara,s900307@students.politu.it,09/11/1994,FC79119715
900308,Alessio,Sal,Casoni,s900308@students.politu.it,09/11/1994,JN91678902
900309,Marilena,Padovano,Neoneli,s900309@students.politu.it,10/11/1994,IO69694064
900310,Imelda,Milanesi,Savignone,s900310@students.politu.it,10/11/1994,YZ38386522
900311,Elia,Ferri,Pigna,s900311@students.politu.it,11/11/1994,NG70465991
900312,Adolfa,Trentini,Schweinsteg,s900312@students.politu.it,11/11/1994,BR2804731
900313,Landro,Romani,Colorina,s900313@students.politu.it,11/11/1994,HO39725902
900314,Narciso,Milano,Polinago,s900314@students.politu.it,12/11/1994,XD25337557
900315,Daniela,Fanucci,Sampieri,s900315@students.politu.it,03/12/1994,SX22682708
900316,Battista,De Luca,Partanna Mondello,s900316@students.politu.it,04/12/1994,VP0468140
900317,Fedele,Baresi,Trentino Nel Frignano,s900317@students.politu.it,07/12/1994,EW54944920
900318,Melissa,Li Fonti,Lamole,s900318@students.politu.it,08/12/1994,XD29724120
900319,Quinzia,Lori,Fornace Zarattini,s900319@students.politu.it,09/12/1994,UA8217357
900320,Gianna,Genovesi,Nebida,s900320@students.politu.it,11/12/1994,AV19836416
900321,Giacinto,Milano,Montelongo,s900321@students.politu.it,11/12/1994,MI20497191
900322,Maria,Marino,Altavilla Milicia,s900322@students.politu.it,01/01/1995,WO12119390
900323,Lelia,Trentino,Villa Verucchio,s900323@students.politu.it,03/01/1995,FA88595172
900324,Concordia,Lombardi,Roccamorice,s900324@students.politu.it,06/01/1995,ZZ76410555
900325,Orazio,Pugliesi,Calalzo Di Cadore,s900325@students.politu.it,07/01/1995,LO44220079
900326,Violanda,Lombardi,Magasa,s900326@students.politu.it,09/01/1995,QH98268863
900327,Gherardo,Lorenzo,Nemoli,s900327@students.politu.it,11/01/1995,YC85365319
900328,Teresa,Russo,Vetulonia,s900328@students.politu.it,12/01/1995,MY28603129
900329,Paolo,Trentini,Luttach,s900329@students.politu.it,02/02/1995,KE48947426
900330,Furio,Palerma,Tancau,s900330@students.politu.it,03/02/1995,RG45773472
900331,Agostina,Marchesi,Cerreto D'Esi,s900331@students.politu.it,04/02/1995,QD63849380
900332,Maddalena,Panicucci,Fiano,s900332@students.politu.it,05/02/1995,NR8005762
900333,Giacobbe,Marino,San Nazzaro D'Ongina,s900333@students.politu.it,09/02/1995,BT67608776
900334,Leila,Trevisani,Villa Bianca,s900334@students.politu.it,10/02/1995,BG35456653
900335,Delinda,Napolitani,San Giovanni D'Asso,s900335@students.politu.it,08/03/1995,AP31434451
900336,Caio,Castiglione,Conca Dei Marini,s900336@students.politu.it,09/03/1995,DT86803169
900337,Franca,Cremonesi,Piacenza,s900337@students.politu.it,10/03/1995,VR33433078
900338,Eduardo,Pugliesi,Barbata,s900338@students.politu.it,12/03/1995,VO83189531
900339,Noemi,Manna,Maranola,s900339@students.politu.it,01/04/1995,RI78468896
900340,Natalina,Angelo,Molino Del Pallone,s900340@students.politu.it,01/04/1995,TE63299994
900341,Lorna,Pugliesi,Porano,s900341@students.politu.it,03/04/1995,US70398502
900342,Ottone,De Luca,Valloriate,s900342@students.politu.it,03/04/1995,LS29249932
900343,Vittore,Siciliani,Montoro,s900343@students.politu.it,03/04/1995,ZU3675690
900344,Donato,Sabbatini,Acireale Citta Del Fanciullo,s900344@students.politu.it,04/04/1995,IR70753696
900345,Valentina,Fiorentini,Buttapietra,s900345@students.politu.it,05/04/1995,LO20801357
900346,Silvano,Fallaci,Ca' De' Mari,s900346@students.politu.it,05/04/1995,HQ8164658
900347,Novella,Romano,Baraggia,s900347@students.politu.it,06/04/1995,LH70745851
900348,Agnese,Fiorentino,Asta Nell'Emilia,s900348@students.politu.it,08/04/1995,ED57781942
900349,Mario,Toscano,Pessano Con Bornago,s900349@students.politu.it,09/04/1995,SS56805422
900350,Viola,Bianchi,Codena,s900350@students.politu.it,01/05/1995,HQ7037916
900351,Rosarmosario,Bianchi,Fontanelice,s900351@students.politu.it,03/05/1995,US64400054
900352,Lisandro,Piazza,Ca' De Caroli,s900352@students.politu.it,07/05/1995,KZ64000515
900353,Marilena,Mancini,Livorno,s900353@students.politu.it,08/05/1995,OB24439545
900354,Doroteo,Greece,Rimella,s900354@students.politu.it,01/06/1995,SW67810191
900355,Degna,Gallo,Poggio Garfagnana,s900355@students.politu.it,03/06/1995,VJ93123720
900356,Artemia,Calabrese,Guarene,s900356@students.politu.it,03/06/1995,FB5582374
900357,Liliana,Moretti,Sant'Elena Irpina,s900357@students.politu.it,04/06/1995,JG25841279
900358,Savino,Dellucci,Brozzo,s900358@students.politu.it,06/06/1995,RQ25769347
900359,Gino,Beneventi,Monteverde Di Boiano,s900359@students.politu.it,06/06/1995,NU18040024
900360,Tranquilla,Milano,Castelnuovo Bocca D'Adda,s900360@students.politu.it,06/06/1995,DN57928344
900361,Michelino,Longo,Castellammare Di Stabia,s900361@students.politu.it,07/06/1995,UL23331954
900362,Erminio,Toscani,Petralia Soprana,s900362@students.politu.it,08/06/1995,SM96000695
900363,Emma,Palerma,Pisignano,s900363@students.politu.it,09/06/1995,QI52124522
900364,Leda,Siciliano,Montemaggio,s900364@students.politu.it,09/06/1995,VL9192376
900365,Ausonia,Davide,San Martino Sul Fiora,s900365@students.politu.it,02/07/1995,VT57302028
900366,Aloisa,Sal,Montevaccino,s900366@students.politu.it,03/07/1995,XO81526099
900367,Tranquillo,Udinesi,San Benigno,s900367@students.politu.it,04/07/1995,PB3951201
900368,Riccardo,Ferrari,Cosenza,s900368@students.politu.it,06/07/1995,FJ67758885
900369,Benvenuto,Trevisani,Valmadrera,s900369@students.politu.it,06/07/1995,NH36664334
900370,Arturo,Zetticci,Taglio Di Po,s900370@students.politu.it,06/07/1995,BH57326250
900371,Lodovico,Milanesi,Robilante,s900371@students.politu.it,06/07/1995,VV88779525
900372,Alceo,Giordano,Vagliagli,s900372@students.politu.it,08/07/1995,HU37835180
900373,Lia,Lettiere,Trepunti,s900373@students.politu.it,08/07/1995,NC66015400
900374,Battista,Palermo,Madonna Di Pugliano,s900374@students.politu.it,12/07/1995,NT98934471
900375,Colombano,Lorenzo,Bologna,s900375@students.politu.it,03/08/1995,GK17091663
900376,Carolina,Capon,Rosas,s900376@students.politu.it,05/08/1995,DU77664017
900377,Principio,Monaldo,Carasco,s900377@students.politu.it,05/08/1995,CG77734227
900378,Pia,Toscani,Cerfignano,s900378@students.politu.it,06/08/1995,CA85998851
900379,Iolanda,Calabresi,Pastena Di Salerno,s900379@students.politu.it,07/08/1995,AI57117059
900380,Aimone,Arcuri,Barlassina,s900380@students.politu.it,07/08/1995,NR44613140
900381,Elda,Romani,Taio,s900381@students.politu.it,11/08/1995,SF97961749
900382,Artemisia,Fiorentino,Piazza Brembana,s900382@students.politu.it,11/08/1995,RB40964710
900383,Leone,Costa,Tatti,s900383@students.politu.it,12/08/1995,YU89616408
900384,Deborah,Loggia,Capergnanica,s900384@students.politu.it,12/08/1995,QV50725159
900385,Tamara,Fanucci,Deliceto,s900385@students.politu.it,01/09/1995,MS79841821
900386,Gino,Calabrese,Sant'Andrea Di Campodarsego,s900386@students.politu.it,02/09/1995,UP70384580
900387,Virginio,Greco,San Nicola Baronia,s900387@students.politu.it,03/09/1995,CH25726176
900388,Delinda,Pisani,Ponzone,s900388@students.politu.it,03/09/1995,TH30272924
900389,Pantaleone,Beneventi,Pollica,s900389@students.politu.it,03/09/1995,XD55235603
900390,Prospero,Trevisani,Concesa,s900390@students.politu.it,04/09/1995,GC91573808
900391,Nora,Pirozzi,Isola Del Cantone,s900391@students.politu.it,09/09/1995,GZ31397619
900392,Bernardo,Palermo,Borore,s900392@students.politu.it,10/09/1995,LW38005536
900393,Martina,Udinesi,Pescosansonesco,s900393@students.politu.it,10/09/1995,YE12122094
900394,Editta,Ricci,Muvruneddi,s900394@students.politu.it,01/10/1995,PS42192733
900395,Nestore,Zito,San Nicola Dell'Alto,s900395@students.politu.it,01/10/1995,EG32109227
900396,Calliope ,Conti,Roma,s900396@students.politu.it,01/10/1995,NL81966018
900397,Lodovica,Mazzanti,Gaiba,s900397@students.politu.it,06/10/1995,XT66148741
900398,Rebecca,Longo,Verrua Savoia,s900398@students.politu.it,07/10/1995,UI93675356
900399,Teresa,Beneventi,Tirrenia,s900399@students.politu.it,08/10/1995,CA41806640
900400,Giuseppa,Cremonesi,Cardano Al Campo,s900400@students.politu.it,08/10/1995,TX0119467
900401,Clizia,Toscano,Palagano,s900401@students.politu.it,11/10/1995,SI83471191
900402,Germano,Romani,San Baronto,s900402@students.politu.it,01/11/1995,LP86382199
900403,Mafalda,Greco,Albare,s900403@students.politu.it,04/11/1995,YS3976909
900404,Mafalda,Milanesi,Partina,s900404@students.politu.it,05/11/1995,ZB71999427
900405,Letterio,Bruno,Fossalta Di Trebaseleghe,s900405@students.politu.it,06/11/1995,YE75107534
900406,Leila,Cremonesi,Isola Dovarese,s900406@students.politu.it,07/11/1995,AK59390148
900407,Pupa,Mancini,Blufi,s900407@students.politu.it,07/11/1995,UB83884720
900408,Libera Maria,Manna,Cervia,s900408@students.politu.it,10/11/1995,CK28091825
900409,Orsola,Dellucci,Vaglio,s900409@students.politu.it,10/11/1995,NE75860877
900410,Gerardo,Marchesi,Possidente,s900410@students.politu.it,11/11/1995,OA23234472
900411,Cassio,Lombardo,Visinale,s900411@students.politu.it,12/11/1995,DD61911915
900412,Pia,Schiavone,Sassuolo,s900412@students.politu.it,01/12/1995,DP98022248
900413,Assunta,Boni,Mammola,s900413@students.politu.it,02/12/1995,XD74827507
900414,Gregorio,Siciliano,Pacentro,s900414@students.politu.it,03/12/1995,PN4326309
900415,Aiace,Onio,Corigliano D'Otranto,s900415@students.politu.it,03/12/1995,VS68522609
900416,Giordano,Romani,Mignano Monte Lungo,s900416@students.politu.it,05/12/1995,KR42307995
900417,Giona,Ferri,Mistretta,s900417@students.politu.it,05/12/1995,VN96700584
900418,Irmina,Lombardi,Colle Di Fuori,s900418@students.politu.it,06/12/1995,BS73327269
900419,Catone,Dellucci,Ferrera Erbognone,s900419@students.politu.it,10/12/1995,SC92277071
900420,Gaspare,Romani,Vaccarizzo Albanese,s900420@students.politu.it,11/12/1995,QC80338473
900421,Arduino,Pisani,Longone Al Segrino,s900421@students.politu.it,12/12/1995,AW99580401
900422,Mariano,Onio,Capannole,s900422@students.politu.it,01/01/1996,JY66451713
900423,Imelda,Baresi,Celenza Valfortore,s900423@students.politu.it,01/01/1996,NK39205607
900424,Pio,Toscani,Cisterna Di Latina,s900424@students.politu.it,03/01/1996,XJ70572112
900425,Concetta,Lombardo,Quaregna,s900425@students.politu.it,03/01/1996,JP22620068
900426,Alide,Lucciano,Luogosanto,s900426@students.politu.it,04/01/1996,NE68145499
900427,Eustorgio,Beneventi,Frigintini,s900427@students.politu.it,05/01/1996,JW53512342
900428,Gianna,Arcuri,Ghizzano Di Peccioli,s900428@students.politu.it,07/01/1996,YD93392065
900429,Maria,Pagnotto,Motta D'Affermo,s900429@students.politu.it,12/01/1996,EX96988802
900430,Alighiero,Beneventi,Casacalenda,s900430@students.politu.it,12/01/1996,DU96032686
900431,Rosita,Ferri,Glaning,s900431@students.politu.it,12/01/1996,BJ32422324
900432,Clio,Bergamaschi,Reischach,s900432@students.politu.it,12/01/1996,PR91845071
900433,Filiberta,Cattaneo,Asciano,s900433@students.politu.it,01/02/1996,TW96203366
900434,Cassandra,Trevisan,Lirio,s900434@students.politu.it,02/02/1996,WU50573567
900435,Beato,Padovesi,Alserio,s900435@students.politu.it,04/02/1996,HB93401195
900436,Ariosto,Udinese,Lana D'Adige,s900436@students.politu.it,05/02/1996,AV20272610
900437,Licia,Padovano,Treppio,s900437@students.politu.it,05/02/1996,XN81483480
900438,Clotilde,Fiorentino,Cervicati,s900438@students.politu.it,06/02/1996,RL81490904
900439,Orso,Pisani,Gorla Minore,s900439@students.politu.it,06/02/1996,QA26029121
900440,Ambra,Padovano,Ghorio,s900440@students.politu.it,06/02/1996,LK57579838
900441,Margherita,Conti,Bertocchi,s900441@students.politu.it,09/02/1996,HB78659134
900442,Amelia,Ferri,Sant'Agapito,s900442@students.politu.it,09/02/1996,BG2735653
900443,Catena,Schiavone,Cappadocia,s900443@students.politu.it,11/02/1996,OT30884112
900444,Geronimo,Lucchese,Montalbano,s900444@students.politu.it,01/03/1996,SQ92817764
900445,Adelia,Mazzi,Bucciano,s900445@students.politu.it,02/03/1996,OO79107670
900446,Enrico,Dellucci,Serre,s900446@students.politu.it,04/03/1996,CX14261117
900447,Lisandro,Lori,Pavicolo,s900447@students.politu.it,05/03/1996,RS47978816
900448,Delma,Cocci,San Pietro In Cerro,s900448@students.politu.it,06/03/1996,ZM2847054
900449,Graziella,Lo Duca,Lamosano,s900449@students.politu.it,09/03/1996,MY56348349
900450,Ausilio,Mancini,Caprigliola,s900450@students.politu.it,10/03/1996,TF82207458
900451,Duccio,Pinto,Piavola,s900451@students.politu.it,11/03/1996,OM52792601
900452,Macario,Angelo,Castel San Pietro,s900452@students.politu.it,01/04/1996,PH10472711
900453,Lorna,Castiglione,Cascia,s900453@students.politu.it,01/04/1996,OP23859487
900454,Nella,Toscani,Casalattico,s900454@students.politu.it,01/04/1996,LL95421789
900455,Piera,Genovese,Mariana Mantovana,s900455@students.politu.it,02/04/1996,DT65398245
900456,Delmo,Zetticci,Martello,s900456@students.politu.it,05/04/1996,WI47574045
900457,Serafino,Trentini,Calvi,s900457@students.politu.it,09/04/1996,QJ2122617
900458,Giacomo,Dellucci,Cascia,s900458@students.politu.it,12/04/1996,SW49056685
900459,Guglielma,Arcuri,Orria,s900459@students.politu.it,12/04/1996,HY17944122
900460,Quintiliano,Colombo,Cellole,s900460@students.politu.it,01/05/1996,VS23826133
900461,Loredana,Piazza,Milano,s900461@students.politu.it,02/05/1996,ZT80583883
900462,Vito,Endrizzi,Pontecurone,s900462@students.politu.it,05/05/1996,YQ56312797
900463,Prospero,Fallaci,Turas,s900463@students.politu.it,06/05/1996,EM93178434
900464,Orlando,Loggia,San Floriano Del Collio,s900464@students.politu.it,06/05/1996,EA50168468
900465,Letizia,Pagnotto,Favria,s900465@students.politu.it,06/05/1996,EM45653850
900466,Gloria,Pisano,Ameglia,s900466@students.politu.it,07/05/1996,PE8573262
900467,Ginevra,Rizzo,Vallefiorita,s900467@students.politu.it,10/05/1996,JL41204879
900468,Tarquinio,Endrizzi,Pietrafitta,s900468@students.politu.it,10/05/1996,ML4321035
900469,Nicla,Greece,Baricella,s900469@students.politu.it,03/06/1996,RI98262687
900470,Ildebrando,Greco,Favignana,s900470@students.politu.it,05/06/1996,QR33985263
900471,Gianni,Trevisani,Zuglio,s900471@students.politu.it,06/06/1996,UP82825022
900472,Giuseppe,Udinesi,Piedimonte Di Sessa Aurunca,s900472@students.politu.it,06/06/1996,YF49025981
900473,Ciriaca,Pirozzi,Torre De' Busi,s900473@students.politu.it,09/06/1996,ZH13006077
900474,Pierino,Schiavone,Villaggi,s900474@students.politu.it,10/06/1996,LI93402246
900475,Genoveffa,Sagese,Castanea,s900475@students.politu.it,11/06/1996,EI16934078
900476,Adelia,Marchesi,St. Lugano,s900476@students.politu.it,01/07/1996,SA37613950
900477,Francesco,Loggia,S'Ena Sa Chitta,s900477@students.politu.it,02/07/1996,DZ75656779
900478,Cecilia,Cattaneo,Zumpano,s900478@students.politu.it,05/07/1996,RZ0272570
900479,Tarquinio,Calabresi,Colonia Di Anzio,s900479@students.politu.it,06/07/1996,MF98001564
900480,Leone,Schiavone,Pincara,s900480@students.politu.it,06/07/1996,FJ88280338
900481,Clara,Folliero,Badolato Marina,s900481@students.politu.it,05/08/1996,PK18970963
900482,Uberto,Lucciano,Cavasso Nuovo,s900482@students.politu.it,09/08/1996,YB56965197
900483,Alma,Nucci,Camporotondo Di Fiastrone,s900483@students.politu.it,11/08/1996,NX17944795
900484,Ester,Bergamaschi,Villa Convento,s900484@students.politu.it,12/08/1996,QD99750249
900485,Giacomo,Pirozzi,Quagliuzzo,s900485@students.politu.it,12/08/1996,HH12745488
900486,Alfredo,Baresi,San Ginesio,s900486@students.politu.it,02/09/1996,WQ0502515
900487,Armida,Beneventi,Lerino,s900487@students.politu.it,03/09/1996,XX99673097
900488,Natalia,Zito,San Felice Sul Panaro,s900488@students.politu.it,03/09/1996,XT70149524
900489,Virginia,Genovese,Soraga,s900489@students.politu.it,03/09/1996,CU32396230
900490,Abelina,Ricci,Ca' Rainati,s900490@students.politu.it,06/09/1996,GL55347528
900491,Ugo,Pirozzi,Serracapriola,s900491@students.politu.it,10/09/1996,XX7546086
900492,Ida ,Buccho,Ripe,s900492@students.politu.it,12/09/1996,PF63785058
900493,Iolanda,DeRose,Passo Del Tonale,s900493@students.politu.it,04/10/1996,KS24754488
900494,Penelope,Bianchi,San Cassiano Di Controni,s900494@students.politu.it,04/10/1996,DJ49616840
900495,Cosma,Sagese,Monteortore,s900495@students.politu.it,07/10/1996,OK2635506
900496,Damiano,Onio,San Rocco A Pilli,s900496@students.politu.it,07/10/1996,KI8240019
900497,Eustorgio,Greece,Isolabella,s900497@students.politu.it,09/10/1996,HJ23870137
900498,Duccio,Padovesi,Muggia,s900498@students.politu.it,10/10/1996,OZ25594050
900499,Letizia,Pisano,Bascape,s900499@students.politu.it,11/10/1996,IR48980810
900500,Uranio,Padovano,Canove,s900500@students.politu.it,11/10/1996,HR61233440
900501,Liberato,Cattaneo,Ville,s900501@students.politu.it,07/11/1996,EV24086915
900502,Ermenegilda,Fiorentino,Gerre De' Caprioli,s900502@students.politu.it,10/11/1996,BO83764938
900503,Aloisia,Sal,Arcevia,s900503@students.politu.it,10/11/1996,IM7729221
900504,Casimiro,Moretti,Frescada,s900504@students.politu.it,10/11/1996,OM67766600
900505,Dorotea,Bianchi,Ottiglio,s900505@students.politu.it,11/11/1996,PV60315949
900506,Ilda,Toscani,Brugneto,s900506@students.politu.it,04/12/1996,BR91032735
900507,Lucilla,Sagese,Tromello,s900507@students.politu.it,04/12/1996,QY46913786
900508,Lamberto,Lo Duca,Pantano,s900508@students.politu.it,04/12/1996,FF75012467
900509,Adone,Udinese,Trinita,s900509@students.politu.it,05/12/1996,FL14873702
900510,Italia,Padovesi,Collestrada,s900510@students.politu.it,07/12/1996,NA58672602
900511,Scolastica,Greece,Pregasina,s900511@students.politu.it,08/12/1996,MK94450526
900512,Quintino,Romano,Ponte A Poppi,s900512@students.politu.it,12/12/1996,VJ56756307
900513,Eric,Manfrin,Passaggio Di Bettona,s900513@students.politu.it,01/01/1997,MM84125565
900514,Luisella,Pagnotto,Carpignano Salentino,s900514@students.politu.it,01/01/1997,WJ13103958
900515,Ildebrando,Monaldo,Piubega,s900515@students.politu.it,02/01/1997,QM93535562
900516,Generoso,Buccho,Campobello Ravanusa Stazione,s900516@students.politu.it,04/01/1997,OC6640467
900517,Orlando,Zito,Camposampiero,s900517@students.politu.it,04/01/1997,MR31412480
900518,Gloria,Pinto,Isola Farnese,s900518@students.politu.it,04/01/1997,DV28960045
900519,Lelio,Lori,Era Samolaco,s900519@students.politu.it,06/01/1997,XG2974244
900520,Isaia,Udinesi,Pieve Di Curtarolo,s900520@students.politu.it,06/01/1997,BS33040872
900521,Alina,Palermo,San Giovanni Rotondo,s900521@students.politu.it,08/01/1997,TU55756418
900522,Libera,Giordano,Sover,s900522@students.politu.it,10/01/1997,JM12963969
900523,Dionisio,Toscano,Grondona,s900523@students.politu.it,12/01/1997,YU35775633
900524,Leonida,Calabresi,Stupinigi,s900524@students.politu.it,01/02/1997,KH71616358
900525,Rosetta,Trentino,San Giuseppe Di Cairo,s900525@students.politu.it,04/02/1997,YN58804670
900526,Nereo,Calabresi,Orbetello,s900526@students.politu.it,07/02/1997,NU36935075
900527,Mauro,Loggia,Lingua,s900527@students.politu.it,08/02/1997,OP23007646
900528,Christian,De Luca,Belforte Monferrato,s900528@students.politu.it,08/02/1997,GA63667200
900529,Augusto,Trevisan,Guarcino,s900529@students.politu.it,08/02/1997,UX62488275
